sentence,Unigram,Bigram,Trigram,Quadrigram,Unigram_Add1,Bigram_Add1,Trigram_Add1,Quadrigram_Add1,Unigram_AddK,Bigram_AddK,Trigram_AddK,Quadrigram_AddK,Unigram_AddToken,Bigram_AddToken,Trigram_AddToken,Quadrigram_AddToken
इसका मतलब हुआ कि जो भी करामात कर अपनी शक्तियां दिखाने की कोशिश करता है वो धर्म के खिलाफ़ काम कर रहा है।,-172.4617484135736,-97.31411363844518,-53.09070618372201,-22.241294536247324,-172.56107332028884,-186.6460644725728,-230.299884785954,-245.17812611626465,-172.48947193041502,-174.52387098525824,-218.33731929537382,-234.49945480171962,-273.47065949651005,-276.8658594473232,-277.19456834298745,-277.22108702992847
शिक्षकों ने कृषि मंत्री को ज्ञापन सौंपकर समायोजन के पहले पदोन्नति प्रक्रिया पूरी कराने की मांग की है।,-136.73448088172563,-77.30381795904418,-41.73725623155457,-16.339567972313404,-137.13420426072062,-149.6553263061523,-182.09300213399487,-191.9359959949358,-136.93500299528742,-140.28472875793207,-172.79885668041123,-183.25350472710397,-215.60607898683637,-219.13620163043007,-219.45619760206606,-219.4684039955442
एक पोर्टल पर उपलब्ध करवाई स्टूडेंट्स के काम की चीजें,-76.00101453097298,-54.455262481923455,-33.692275875698506,-15.59797899895142,-76.31672886861728,-93.95925907903447,-111.53520678005471,-114.01726530785649,-76.16023201157046,-88.5782991154729,-106.77377886028987,-109.73564588246438,-124.436808317515,-127.04902505729274,-127.05189856999596,-127.05198516659452
नेपाली युवती से सामूहिक दुष्कर्म और हत्या के सभी आठ आरोपियों को रोहतक कोर्ट में पेश किया गया।,-135.10464628821066,-84.27191475475972,-43.16690035873724,-20.625316142665604,-135.64663857862567,-155.00729059123842,-186.84478677893887,-199.4621055829305,-135.37794105662044,-145.393012922161,-177.45461199176663,-191.2234016647128,-215.84561470941549,-219.41484056217277,-219.460534345785,-219.47075115178575
"आज हीरोइन की परिभाषा बदल गई है , आजकल दर्शक ऐसी कहानियां चाहते हैं जो उन्हें अपनी - सी लगें ‘ ‘ एंड पिक्चर्स पर फिल्म ‘ सांड की आंख ‘ के प्रीमियर के अवसर पर भूमि पेडणेकर ने कहा अपनी शानदार ऑनस्क्रीन परफॉर्मेंस के लिए मशहूर टैलेंटेड एक्ट्रेस भूमि पेडणेकर ने खुद को एक प्रभावशाली अभिनेत्री के रूप में स्थापित किया है।",-496.45371921406945,-282.84734091749095,-119.02964209232954,-47.39931930717473,-496.7908139877086,-552.550743441152,-647.546796612813,-681.9421864686424,-496.58139527560184,-521.9353566208575,-617.1225053611159,-654.4443914926625,-729.6333954724099,-738.6397447672094,-739.2393607925562,-739.2663031255852
"जनता इसके ख़िलाफ़ सड़कों पर उतर आई है , सेना उनका सख़्ती से दमन कर रही है और इसमें अब तक 400 से ज़्यादा लोग मारे जा चुके हैं।",-216.19695394547313,-132.92314234333801,-60.296084555891284,-32.398865075125514,-216.8658123255114,-243.91548991636836,-292.49317410897004,-314.46795735208696,-216.5307323162062,-228.76885278151903,-277.6237539842009,-301.32431349709753,-342.4893025535271,-346.2782191034842,-346.52386756207846,-346.5322662109409
लेकिन बॉलीवुड फिल्में ना देखने से इमरान को एक फायदा हुआ कि वो अपनी फिल्मों में कभी भी शुरुआत से किसी और की नकल करते नहीं देखे गये।,-201.21175570620395,-151.95761214887133,-72.02084759585188,-21.10987046579751,-202.06316968304827,-253.45534013660293,-303.1581290370236,-309.31336922510513,-201.6410384661952,-238.66903074259443,-290.41572999759666,-297.73526059262736,-330.43124309551706,-334.9538984911279,-334.97019094470045,-334.97043141712487
कई लोगों ने इस एप के डाउन होने पर इश्यू भी उठाया है।,-91.90200414647227,-62.17664004975378,-34.56937823024631,-18.28873770294357,-92.26439123348072,-107.15596611111451,-134.8893569419377,-142.8703865847642,-92.08453224919243,-100.33266608990209,-127.90536605571184,-136.6827059101602,-158.68214040933773,-161.38461502288297,-161.7112072407125,-161.71213086665426
फिलहाल जाम से निजात पाने की उम्मीद भी नहीं नजर आ रही है।,-94.31092519529986,-54.71460130696038,-36.62464245612055,-16.71571232906631,-94.72550581355766,-101.97464485329544,-131.21103308037607,-142.03910449558688,-94.51994399927649,-94.69026229809315,-124.49954806100162,-135.98916563631963,-159.16435388535976,-161.3728661504727,-161.690313371731,-161.71283003621755
इनकी घाेषणा सीएम ने मंच से की।,-61.79490254444025,-33.87561580998679,-20.391335861185865,-13.246603741787943,-61.34560169043371,-68.23915275185091,-81.27956385638859,-84.39188596304514,-61.51236991867584,-64.40009675471492,-77.77243004586128,-81.32539234491834,-90.78424482779276,-92.39118338950885,-92.40824506417472,-92.40842791735598
उन्होनें अनेकों रागों में गायी जाने वाली रचनाएं की हैं।,-96.00136431135371,-47.52851956128871,-17.065086929220676,-11.860309380668053,-95.05728800301843,-103.03432876909014,-115.06077674060863,-118.4258122879751,-95.44960882351144,-98.81953192273495,-110.53095936320254,-114.17276190700105,-124.86814026124118,-126.9345959652539,-127.06165323191442,-127.06219207065851
महाराष्ट्र समेत कई राज्यों में कोरोना संक्रमितों की संख्या बढ़ती जा रही है।,-94.88915492160069,-45.340185155793435,-31.302018839675558,-20.72842217266522,-95.31213331217285,-93.91828839059272,-120.3773297399273,-134.62029231457237,-95.10240147208943,-86.22890346331805,-112.38643737347746,-127.54407416965084,-159.17023384694681,-161.35799379446604,-161.6845619580797,-161.70711699068346
"गया जंक्शन पर विभिन्न राज्यों से आए प्रवासी मजदूरों को लेकर निजी बसें खचाखच भरकर जा रही थीं . बस के लगते ही सभी प्रवासी मजदूर बस की ओर दौड़ पड़ते , जिसे जहां सीट मिली वह वहीं बैठ गया , जिनको सीट न मिली वे बसों के अंदर खड़े हो गए . तो कई लोग बसों के ऊपर बैठे गए . बसों के छतों पर लोगों को बैठे देख कई बच्चे भी छत पर जा बैठें .",-587.9175123022776,-397.552857715538,-170.17713472359992,-35.61504645776298,-589.8558626208826,-703.8746210408078,-836.6551463368532,-853.8801177058452,-588.8910622410011,-665.0489476398386,-801.7251774336909,-821.3843547027008,-902.3800491660104,-912.3681033422001,-912.536701789092,-912.538057656296
